[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",the employee does not exist,not find dictionary type=<:NUM:>,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[getOtpKey] <:*:> failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,sync <:*:>,"[SimplePost] failed, <:ERRORPost:>",no employee,[UpdateEmployee] <:SimplePos<:updateFanweiEmployee failed:>,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",<:SimplePos<:updateFanweiEmployee failed:>,can't find addEmp from updateEmp and empMapTo,timestamp,unknown
0,0,1020,46,3,1,1,3,3,0,0,0,0,0,0,0,2024-04-17 16:19:22,0
996,996,1000,230,0,1,1,0,0,1,1,2,1,1,1,1,2024-04-17 16:21:22,26
0,0,981,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 16:23:22,9
0,0,1010,69,5,1,1,0,0,0,0,0,0,0,0,0,2024-04-17 16:25:22,3
996,996,879,92,3,1,1,1,1,0,1,1,1,1,1,0,2024-04-17 16:27:22,3
0,0,960,46,1,1,1,0,0,0,0,0,0,0,0,0,2024-04-17 16:29:22,6
996,996,1010,230,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-17 16:31:22,29
0,0,1018,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 16:33:22,3
0,0,1105,46,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-17 16:35:22,3
996,996,908,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 16:37:22,3
0,0,1009,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 16:39:22,3
996,996,1019,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 16:41:22,27
0,0,1005,92,2,2,2,2,2,0,0,1,0,0,0,0,2024-04-17 16:43:22,4
0,0,1019,46,0,3,3,0,0,0,0,0,0,0,0,0,2024-04-17 16:45:22,4
996,996,869,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 16:47:22,2
0,0,1016,46,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 16:49:22,2
996,996,1000,207,0,1,1,0,0,1,1,2,1,1,1,1,2024-04-17 16:51:22,26
0,0,645,115,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-17 16:53:22,0
0,0,543,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 16:55:22,0
996,996,412,138,2,1,1,0,0,0,1,1,1,1,1,0,2024-04-17 16:57:22,5
0,0,863,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 16:59:22,0
996,996,578,207,0,0,0,0,0,1,0,2,0,0,0,1,2024-04-17 17:01:22,26
0,0,497,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-17 17:03:22,0
0,0,656,69,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-17 17:05:22,0
996,996,1650,92,1,1,1,2,2,0,1,1,1,1,1,0,2024-04-17 17:07:22,0
0,0,1308,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 17:09:22,3
996,996,1784,253,0,0,0,0,0,1,1,2,1,1,1,1,2024-04-17 17:11:22,26
0,0,1742,92,2,2,2,3,3,0,0,0,0,0,0,0,2024-04-17 17:13:22,1
996,996,1123,92,3,1,1,1,1,0,1,0,1,1,1,0,2024-04-17 17:15:22,0
0,0,893,92,2,1,1,1,1,0,0,1,0,0,0,0,2024-04-17 17:17:22,0
0,0,996,69,4,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 17:19:22,0
996,996,978,207,1,1,1,1,1,1,1,1,1,1,1,1,2024-04-17 17:21:22,25
0,0,988,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 17:23:22,5
0,0,1031,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 17:25:22,0
996,996,865,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 17:27:22,1
0,0,949,46,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-17 17:29:22,0
996,996,1008,207,3,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 17:31:22,26
0,0,959,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 17:33:22,0
0,0,1029,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 17:35:22,0
996,996,849,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 17:37:22,0
0,0,1019,46,2,0,0,2,2,0,0,0,0,0,0,0,2024-04-17 17:39:22,0
996,996,979,253,3,2,2,2,2,1,1,1,1,1,1,1,2024-04-17 17:41:22,30
0,0,989,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 17:43:22,0
0,0,1028,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 17:45:22,0
996,996,886,115,0,0,0,1,1,0,1,1,1,1,1,0,2024-04-17 17:47:22,0
0,0,989,46,4,1,1,2,2,0,0,0,0,0,0,0,2024-04-17 17:49:22,0
996,996,1001,230,0,2,2,2,2,1,1,1,1,1,1,1,2024-04-17 17:51:22,28
0,0,969,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 17:53:22,2
0,0,1090,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 17:55:22,0
996,996,861,138,2,1,1,3,3,0,1,1,1,1,1,0,2024-04-17 17:57:22,0
0,0,1009,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 17:59:22,1
996,996,1027,207,1,1,1,0,0,1,1,0,1,1,1,1,2024-04-17 18:01:22,872
0,0,985,115,0,1,1,2,2,0,0,2,0,0,0,0,2024-04-17 18:03:22,2
0,0,1041,46,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:05:22,0
996,996,928,138,1,1,1,0,0,0,1,1,1,1,1,0,2024-04-17 18:07:22,0
0,0,965,46,3,0,0,2,2,0,0,0,0,0,0,0,2024-04-17 18:09:22,0
996,996,994,207,3,2,2,0,0,1,1,1,1,1,1,1,2024-04-17 18:11:22,27
0,0,956,115,0,1,1,1,1,0,0,1,0,0,0,0,2024-04-17 18:13:22,1
0,0,1029,46,6,1,1,0,0,0,0,0,0,0,0,0,2024-04-17 18:15:22,1
996,996,1195,138,2,2,2,1,1,0,1,1,1,1,1,0,2024-04-17 18:17:22,6
0,0,1010,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:19:22,0
996,996,986,230,1,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 18:21:22,26
0,0,958,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 18:23:22,0
0,0,999,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:25:22,0
996,996,866,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 18:27:22,0
0,0,1000,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:29:22,0
996,996,996,230,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-17 18:31:22,26
0,0,988,92,2,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 18:33:22,1
0,0,1016,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:35:22,0
996,996,866,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 18:37:22,0
0,0,989,46,3,1,1,0,0,0,0,0,0,0,0,0,2024-04-17 18:39:22,2
996,996,976,207,0,1,1,1,1,1,1,0,1,1,1,1,2024-04-17 18:41:22,24
0,0,1001,115,3,1,1,2,2,0,0,2,0,0,0,0,2024-04-17 18:43:22,2
996,996,1012,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:45:22,0
0,0,867,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 18:47:22,2
0,0,999,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:49:22,0
996,996,954,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 18:51:22,26
0,0,993,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 18:53:22,0
0,0,1063,69,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-17 18:55:22,0
996,996,855,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 18:57:22,0
0,0,1006,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 18:59:22,0
996,996,984,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 19:01:22,38
0,0,951,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 19:03:22,5
0,0,1005,69,1,2,2,2,2,0,0,0,0,0,0,0,2024-04-17 19:05:22,2
996,996,897,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 19:07:22,0
0,0,1008,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:09:22,0
996,996,957,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 19:11:22,26
0,0,986,92,2,1,1,1,1,0,0,1,0,0,0,0,2024-04-17 19:13:22,0
0,0,1033,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:15:22,0
996,996,866,138,0,0,0,2,2,0,1,1,1,1,1,0,2024-04-17 19:17:22,2
0,0,1024,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:19:22,0
996,996,975,230,0,0,0,0,0,1,0,0,0,0,0,1,2024-04-17 19:21:22,26
0,0,994,92,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-17 19:23:22,0
996,996,982,92,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-17 19:25:22,2
0,0,903,92,0,0,0,1,1,0,0,1,0,0,0,0,2024-04-17 19:27:22,3
0,0,987,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:29:22,0
996,996,972,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 19:31:22,28
0,0,1029,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-17 19:33:22,2
0,0,1004,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:35:22,0
996,996,863,138,0,0,0,0,0,0,1,1,1,1,1,1,2024-04-17 19:37:22,1
0,0,981,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:39:22,0
996,996,980,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 19:41:22,24
0,0,990,115,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-17 19:43:22,4
0,0,1023,46,1,0,0,1,1,0,0,0,0,0,0,0,2024-04-17 19:45:22,0
996,996,867,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 19:47:22,0
0,0,992,46,0,0,0,2,2,0,0,0,0,0,0,0,2024-04-17 19:49:22,0
996,996,951,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 19:51:22,26
0,0,1003,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 19:53:22,0
0,0,1007,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:55:22,0
996,996,901,138,1,0,0,1,1,0,1,1,1,1,1,0,2024-04-17 19:57:22,0
0,0,884,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 19:59:22,0
996,996,1002,207,0,1,1,0,0,0,0,1,0,0,0,0,2024-04-17 20:01:22,2
0,0,990,115,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 20:03:22,60
996,996,1013,92,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-17 20:05:22,0
0,0,887,69,1,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 20:07:22,0
0,0,923,46,2,1,1,1,1,0,0,0,0,0,0,0,2024-04-17 20:09:22,0
996,996,969,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 20:11:22,35
0,0,993,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 20:13:22,0
996,996,993,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:15:22,3
0,0,900,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 20:17:22,3
0,0,985,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:19:22,37
996,996,974,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 20:21:22,24
0,0,999,92,2,2,2,0,0,0,0,2,0,0,0,0,2024-04-17 20:23:22,2
0,0,1022,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:25:22,0
996,996,868,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 20:27:22,3
0,0,1020,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:29:22,0
996,996,991,207,1,1,1,0,0,1,1,1,1,1,1,1,2024-04-17 20:31:22,28
0,0,991,115,0,1,1,2,2,0,0,1,0,0,0,0,2024-04-17 20:33:22,0
0,0,1051,46,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-17 20:35:22,38
996,996,878,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 20:37:22,0
0,0,957,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:39:22,0
996,996,1002,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 20:41:22,26
0,0,935,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 20:43:22,0
0,0,1009,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:45:22,0
996,996,866,138,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 20:47:22,0
0,0,997,46,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-17 20:49:22,0
996,996,982,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 20:51:22,52
0,0,973,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 20:53:22,0
0,0,986,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:55:22,0
996,996,902,115,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 20:57:22,0
0,0,934,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 20:59:22,0
996,996,964,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 21:01:22,872
0,0,989,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 21:03:22,0
0,0,1009,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:05:22,0
996,996,878,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 21:07:22,0
0,0,991,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:09:22,24
996,996,988,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 21:11:22,31
0,0,894,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 21:13:22,0
0,0,1034,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:15:22,0
996,996,869,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 21:17:22,0
0,0,995,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:19:22,0
996,996,977,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 21:21:22,24
0,0,950,115,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-17 21:23:22,30
0,0,990,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:25:22,0
996,996,867,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 21:27:22,0
0,0,995,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:29:22,0
996,996,975,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 21:31:22,24
0,0,976,115,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-17 21:33:22,2
191,190,1027,69,1,1,1,0,0,0,0,0,0,0,0,0,2024-04-17 21:35:22,0
805,806,855,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 21:37:22,0
0,0,939,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:39:22,28
996,996,977,207,1,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 21:41:22,28
0,0,969,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 21:43:22,0
0,0,1031,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:45:22,0
996,996,846,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 21:47:22,0
0,0,1009,46,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:49:22,0
996,996,958,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 21:51:22,28
0,0,966,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 21:53:22,0
0,0,972,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:55:22,0
996,996,860,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 21:57:22,0
0,0,1018,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 21:59:22,6
996,996,946,230,1,1,1,1,1,1,1,1,1,1,1,1,2024-04-17 22:01:22,27
0,0,1006,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 22:03:22,0
0,0,1019,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 22:05:22,36
996,996,879,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 22:07:22,0
0,0,927,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 22:09:22,0
996,996,965,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 22:11:22,24
0,0,986,115,1,0,0,2,2,0,0,2,0,0,0,0,2024-04-17 22:13:22,3
0,0,1023,46,5,2,2,2,2,0,0,0,0,0,0,0,2024-04-17 22:15:22,0
996,996,877,138,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 22:17:22,45
0,0,991,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 22:19:22,0
996,996,978,207,5,0,0,1,1,1,1,0,1,1,1,1,2024-04-17 22:21:22,26
0,0,957,115,4,1,1,1,1,0,0,2,0,0,0,0,2024-04-17 22:23:22,2
996,996,1045,69,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 22:25:22,0
0,0,869,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 22:27:22,0
0,0,995,46,1,1,1,0,0,0,0,0,0,0,0,0,2024-04-17 22:29:22,0
996,996,969,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 22:31:22,29
0,0,979,115,1,1,1,0,0,0,0,1,0,0,0,0,2024-04-17 22:33:22,0
0,0,1030,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 22:35:22,12
996,996,849,115,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 22:37:22,0
0,0,1015,69,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-17 22:39:22,0
996,996,971,230,2,1,1,1,1,1,1,1,1,1,1,1,2024-04-17 22:41:22,26
0,0,982,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 22:43:22,0
0,0,1024,46,1,0,0,1,1,0,0,0,0,0,0,0,2024-04-17 22:45:22,0
996,996,864,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 22:47:22,5
0,0,1011,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 22:49:22,2
996,996,993,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 22:51:22,52
0,0,960,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 22:53:22,0
0,0,1029,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 22:55:22,0
996,996,875,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 22:57:22,0
0,0,988,46,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-17 22:59:22,0
996,996,982,230,2,1,1,3,3,1,1,1,1,1,1,1,2024-04-17 23:01:22,58
0,0,989,92,2,1,1,2,2,0,0,1,0,0,0,0,2024-04-17 23:03:22,1
996,996,999,92,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-17 23:05:22,0
0,0,887,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 23:07:22,0
0,0,996,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:09:22,0
996,996,984,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 23:11:22,24
0,0,971,115,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-17 23:13:22,2
996,996,1011,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:15:22,0
0,0,874,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 23:17:22,0
0,0,1001,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:19:22,0
996,996,973,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 23:21:22,50
0,0,944,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 23:23:22,0
0,0,999,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:25:22,0
996,996,848,138,3,2,2,2,2,0,1,1,1,1,1,0,2024-04-17 23:27:22,0
0,0,1024,46,2,1,1,2,2,0,0,0,0,0,0,0,2024-04-17 23:29:22,0
996,996,986,276,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 23:31:22,26
0,0,924,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 23:33:22,0
0,0,1077,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:35:22,0
996,996,849,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 23:37:22,20
0,0,930,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:39:22,0
996,996,994,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-17 23:41:22,26
0,0,993,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-17 23:43:22,0
0,0,1009,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:45:22,0
996,996,866,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-17 23:47:22,0
0,0,997,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:49:22,0
996,996,977,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-17 23:51:22,24
0,0,946,115,0,0,0,1,1,0,0,2,0,0,0,0,2024-04-17 23:53:22,30
0,0,994,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:55:22,0
996,996,860,138,1,1,1,2,2,0,1,1,1,1,1,0,2024-04-17 23:57:22,0
0,0,1005,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17 23:59:22,0
996,996,1047,207,3,1,1,1,1,1,1,1,1,1,1,1,2024-04-18 00:01:22,873
0,0,966,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 00:03:22,0
0,0,1045,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:05:22,0
996,996,875,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 00:07:22,0
0,0,995,46,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-18 00:09:22,2
996,996,965,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-18 00:11:22,26
0,0,973,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:13:22,0
0,0,1040,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 00:15:22,2
996,996,843,138,1,1,1,0,0,0,1,1,1,1,1,0,2024-04-18 00:17:22,50
0,0,1028,46,0,1,1,0,0,0,0,0,0,0,0,0,2024-04-18 00:19:22,0
996,996,976,230,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-18 00:21:22,26
0,0,968,92,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-18 00:23:22,0
0,0,1032,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 00:25:22,0
996,996,859,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 00:27:22,0
0,0,994,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:29:22,0
996,996,987,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-18 00:31:22,24
0,0,967,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 00:33:22,2
996,996,1036,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 00:35:22,2
0,0,868,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 00:37:22,1
0,0,942,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:39:22,0
996,996,990,207,1,1,1,2,2,1,1,1,1,1,1,1,2024-04-18 00:41:22,42
0,0,957,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:43:22,0
0,0,1032,46,1,1,1,2,2,0,0,1,0,0,0,0,2024-04-18 00:45:22,0
996,996,868,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 00:47:22,2
0,0,995,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:49:22,0
996,996,965,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-18 00:51:22,26
0,0,1001,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:53:22,0
0,0,1029,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 00:55:22,0
996,996,864,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 00:57:22,0
0,0,993,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 00:59:22,0
996,996,982,230,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-18 01:01:22,26
0,0,962,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:03:22,0
0,0,1040,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 01:05:22,0
996,996,850,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 01:07:22,0
0,0,1011,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:09:22,0
996,996,981,230,1,1,1,0,0,1,1,1,1,1,1,1,2024-04-18 01:11:22,26
0,0,975,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:13:22,0
0,0,1040,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 01:15:22,0
996,996,861,138,3,1,1,0,0,0,1,1,1,1,1,0,2024-04-18 01:17:22,0
0,0,1004,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:19:22,0
996,996,971,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-18 01:21:22,26
0,0,990,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:23:22,0
0,0,1019,69,1,1,1,2,2,0,0,1,0,0,0,0,2024-04-18 01:25:22,0
996,996,853,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 01:27:22,0
0,0,1000,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:29:22,0
996,996,996,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-18 01:31:22,27
0,0,977,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 01:33:22,2
0,0,1027,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 01:35:22,0
996,996,863,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 01:37:22,0
0,0,986,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:39:22,0
996,996,986,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-18 01:41:22,24
0,0,988,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 01:43:22,2
0,0,1018,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-18 01:45:22,0
996,996,875,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-18 01:47:22,0
0,0,997,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-18 01:49:22,26
