<:OVERLAP:>,ExecShAndOutput <:*:> cmd return code is <:*:>,timestamp,unknown
0,2,2023-08-10 15:52:37,4
7,4,2023-08-10 15:54:37,15
0,1,2023-08-10 15:56:37,22
4,0,2023-08-10 15:58:37,8
0,2,2023-08-10 16:00:37,10
2,5,2023-08-10 16:02:37,4
0,4,2023-08-10 16:04:37,11
1,4,2023-08-10 16:06:37,18
14,7,2023-08-10 16:08:37,4
2,4,2023-08-10 16:10:37,2
0,0,2023-08-10 16:12:37,18
0,3,2023-08-10 16:14:37,15
9,3,2023-08-10 16:16:37,6
4,3,2023-08-10 16:18:37,11
18,3,2023-08-10 16:20:37,12
0,10,2023-08-10 16:22:37,27
29,3,2023-08-10 16:24:37,12
0,7,2023-08-10 16:26:37,30
0,8,2023-08-10 16:28:37,28
0,0,2023-08-10 16:30:37,1
13,3,2023-08-10 16:32:37,33
0,3,2023-08-10 16:34:37,27
35,3,2023-08-10 16:36:37,70
9,4,2023-08-10 16:38:37,23
19,0,2023-08-10 16:40:37,35
19,2,2023-08-10 16:42:37,14
18,7,2023-08-10 16:44:37,34
0,6,2023-08-10 16:46:37,45
57,0,2023-08-10 16:48:37,50
0,4,2023-08-10 16:50:37,27
86,3,2023-08-10 16:52:37,66
4,4,2023-08-10 16:54:37,18
0,1,2023-08-10 16:56:37,29
0,4,2023-08-10 16:58:37,20
0,5,2023-08-10 17:00:37,14
0,5,2023-08-10 17:02:37,10
2,3,2023-08-10 17:04:37,22
0,1,2023-08-10 17:06:37,1
14,1,2023-08-10 17:08:37,11
18,1,2023-08-10 17:10:37,5
1,1,2023-08-10 17:12:37,10
6,4,2023-08-10 17:14:37,22
22,4,2023-08-10 17:16:37,26
0,2,2023-08-10 17:18:37,7
25,2,2023-08-10 17:20:37,9
51,0,2023-08-10 17:22:37,17
51,2,2023-08-10 17:24:37,72
2,3,2023-08-10 17:26:37,3
0,6,2023-08-10 17:28:37,8
5,2,2023-08-10 17:30:37,30
9,5,2023-08-10 17:32:37,27
2,1,2023-08-10 17:34:37,8
0,1,2023-08-10 17:36:37,11
3,2,2023-08-10 17:38:37,13
2,3,2023-08-10 17:40:37,12
5,2,2023-08-10 17:42:37,15
13,4,2023-08-10 17:44:37,36
58,3,2023-08-10 17:46:37,36
4,3,2023-08-10 17:48:37,12
6,2,2023-08-10 17:50:37,16
0,5,2023-08-10 17:52:37,16
4,0,2023-08-10 17:54:37,30
2,3,2023-08-10 17:56:37,18
14,2,2023-08-10 17:58:37,35
0,3,2023-08-10 18:00:37,24
0,1,2023-08-10 18:02:37,17
1,0,2023-08-10 18:04:37,12
0,6,2023-08-10 18:06:37,25
0,1,2023-08-10 18:08:37,0
1,0,2023-08-10 18:10:37,7
56,1,2023-08-10 18:12:37,76
0,3,2023-08-10 18:14:37,37
10,3,2023-08-10 18:16:37,38
0,5,2023-08-10 18:18:37,17
0,3,2023-08-10 18:20:37,6
0,5,2023-08-10 18:22:37,15
1,1,2023-08-10 18:24:37,25
1,2,2023-08-10 18:26:37,0
3,0,2023-08-10 18:28:37,16
0,1,2023-08-10 18:30:37,6
0,1,2023-08-10 18:32:37,7
0,0,2023-08-10 18:34:37,2
0,0,2023-08-10 18:36:37,3
1,2,2023-08-10 18:38:37,5
0,2,2023-08-10 18:40:37,13
2,0,2023-08-10 18:42:37,17
5,1,2023-08-10 18:44:37,5
0,3,2023-08-10 18:46:37,0
0,0,2023-08-10 18:48:37,6
0,0,2023-08-10 18:50:37,3
0,4,2023-08-10 18:52:37,24
0,0,2023-08-10 18:54:37,11
0,1,2023-08-10 18:56:37,6
0,1,2023-08-10 18:58:37,3
26,1,2023-08-10 19:00:37,9
0,2,2023-08-10 19:02:37,13
0,0,2023-08-10 19:04:37,7
1,1,2023-08-10 19:06:37,23
0,4,2023-08-10 19:08:37,26
1,3,2023-08-10 19:10:37,27
26,0,2023-08-10 19:12:37,29
1,1,2023-08-10 19:14:37,17
4,0,2023-08-10 19:16:37,40
0,2,2023-08-10 19:18:37,40
3,3,2023-08-10 19:20:37,33
4,3,2023-08-10 19:22:37,33
0,3,2023-08-10 19:24:37,51
0,2,2023-08-10 19:26:37,48
0,0,2023-08-10 19:28:37,37
0,0,2023-08-10 19:30:37,25
2,0,2023-08-10 19:32:37,35
0,1,2023-08-10 19:34:37,20
0,1,2023-08-10 19:36:37,21
3,4,2023-08-10 19:38:37,16
0,6,2023-08-10 19:40:37,29
0,2,2023-08-10 19:42:37,14
2,3,2023-08-10 19:44:37,21
1,2,2023-08-10 19:46:37,5
1,0,2023-08-10 19:48:37,1
0,0,2023-08-10 19:50:37,0
1,1,2023-08-10 19:52:37,3
0,0,2023-08-10 19:54:37,1
0,1,2023-08-10 19:56:37,3
0,2,2023-08-10 19:58:37,0
3,0,2023-08-10 20:00:37,6
0,1,2023-08-10 20:02:37,46
0,0,2023-08-10 20:04:37,17
1,0,2023-08-10 20:06:37,4
0,0,2023-08-10 20:08:37,5
29,3,2023-08-10 20:10:37,41
0,3,2023-08-10 20:12:37,11
0,3,2023-08-10 20:14:37,13
0,3,2023-08-10 20:16:37,10
0,1,2023-08-10 20:18:37,3
11,1,2023-08-10 20:20:37,12
12,1,2023-08-10 20:22:37,12
0,1,2023-08-10 20:24:37,3
0,0,2023-08-10 20:26:37,0
0,2,2023-08-10 20:28:37,8
1,1,2023-08-10 20:30:37,4
3,1,2023-08-10 20:32:37,11
0,1,2023-08-10 20:34:37,15
0,1,2023-08-10 20:36:37,3
3,0,2023-08-10 20:38:37,3
14,1,2023-08-10 20:40:37,14
17,0,2023-08-10 20:42:37,21
11,0,2023-08-10 20:44:37,4
0,0,2023-08-10 20:46:37,0
0,2,2023-08-10 20:48:37,0
0,1,2023-08-10 20:50:37,0
0,1,2023-08-10 20:52:37,7
0,1,2023-08-10 20:54:37,1
0,4,2023-08-10 20:56:37,5
1,4,2023-08-10 20:58:37,7
0,0,2023-08-10 21:00:37,2
0,0,2023-08-10 21:02:37,5
0,2,2023-08-10 21:04:37,6
0,0,2023-08-10 21:06:37,10
2,0,2023-08-10 21:08:37,0
0,0,2023-08-10 21:10:37,1
0,1,2023-08-10 21:12:37,2
0,0,2023-08-10 21:14:37,6
0,3,2023-08-10 21:16:37,5
1,1,2023-08-10 21:18:37,2
0,1,2023-08-10 21:20:37,0
0,1,2023-08-10 21:22:37,0
1,0,2023-08-10 21:24:37,3
0,1,2023-08-10 21:26:37,2
0,2,2023-08-10 21:28:37,3
0,0,2023-08-10 21:30:37,3
0,5,2023-08-10 21:32:37,2
0,4,2023-08-10 21:34:37,5
3,0,2023-08-10 21:36:37,29
0,0,2023-08-10 21:38:37,6
0,1,2023-08-10 21:40:37,13
0,1,2023-08-10 21:42:37,15
0,0,2023-08-10 21:44:37,1
0,0,2023-08-10 21:46:37,2
5,1,2023-08-10 21:48:37,19
0,0,2023-08-10 21:50:37,7
1,2,2023-08-10 21:52:37,8
6,0,2023-08-10 21:54:37,11
0,0,2023-08-10 21:56:37,0
0,1,2023-08-10 21:58:37,4
0,0,2023-08-10 22:00:37,3
2,1,2023-08-10 22:02:37,17
1,1,2023-08-10 22:04:37,5
2,1,2023-08-10 22:06:37,23
0,1,2023-08-10 22:08:37,9
0,0,2023-08-10 22:10:37,5
0,0,2023-08-10 22:12:37,0
0,0,2023-08-10 22:14:37,0
0,0,2023-08-10 22:16:37,0
0,0,2023-08-10 22:18:37,0
0,0,2023-08-10 22:20:37,0
0,0,2023-08-10 22:22:37,0
0,0,2023-08-10 22:24:37,0
0,0,2023-08-10 22:26:37,0
0,0,2023-08-10 22:28:37,0
0,0,2023-08-10 22:30:37,0
0,0,2023-08-10 22:32:37,0
0,0,2023-08-10 22:34:37,0
0,0,2023-08-10 22:36:37,0
0,0,2023-08-10 22:38:37,0
0,0,2023-08-10 22:40:37,0
0,0,2023-08-10 22:42:37,0
0,0,2023-08-10 22:44:37,0
0,0,2023-08-10 22:46:37,0
0,0,2023-08-10 22:48:37,0
0,0,2023-08-10 22:50:37,0
0,0,2023-08-10 22:52:37,0
0,0,2023-08-10 22:54:37,0
6,0,2023-08-10 22:56:37,14
0,0,2023-08-10 22:58:37,3
0,0,2023-08-10 23:00:37,0
1,0,2023-08-10 23:02:37,3
0,0,2023-08-10 23:04:37,0
0,0,2023-08-10 23:06:37,0
0,0,2023-08-10 23:08:37,0
0,1,2023-08-10 23:10:37,0
0,0,2023-08-10 23:12:37,0
1,0,2023-08-10 23:14:37,0
0,0,2023-08-10 23:16:37,0
0,0,2023-08-10 23:18:37,0
0,0,2023-08-10 23:20:37,0
0,0,2023-08-10 23:22:37,0
0,0,2023-08-10 23:24:37,0
0,0,2023-08-10 23:26:37,0
0,0,2023-08-10 23:28:37,0
0,0,2023-08-10 23:30:37,0
0,0,2023-08-10 23:32:37,0
0,0,2023-08-10 23:34:37,0
0,0,2023-08-10 23:36:37,0
0,0,2023-08-10 23:38:37,0
0,0,2023-08-10 23:40:37,0
0,0,2023-08-10 23:42:37,0
0,0,2023-08-10 23:44:37,0
0,0,2023-08-10 23:46:37,0
0,0,2023-08-10 23:48:37,0
0,0,2023-08-10 23:50:37,0
0,0,2023-08-10 23:52:37,0
0,0,2023-08-10 23:54:37,0
0,0,2023-08-10 23:56:37,0
0,0,2023-08-10 23:58:37,0
0,0,2023-08-11 00:00:37,0
0,1,2023-08-11 00:02:37,32
0,0,2023-08-11 00:04:37,0
0,0,2023-08-11 00:06:37,0
1,0,2023-08-11 00:08:37,0
0,0,2023-08-11 00:10:37,0
0,0,2023-08-11 00:12:37,0
0,0,2023-08-11 00:14:37,0
0,0,2023-08-11 00:16:37,0
0,0,2023-08-11 00:18:37,0
0,0,2023-08-11 00:20:37,0
0,0,2023-08-11 00:22:37,0
2,1,2023-08-11 00:24:37,0
0,0,2023-08-11 00:26:37,0
0,0,2023-08-11 00:28:37,0
0,0,2023-08-11 00:30:37,0
0,0,2023-08-11 00:32:37,0
0,0,2023-08-11 00:34:37,0
0,0,2023-08-11 00:36:37,0
0,0,2023-08-11 00:38:37,0
0,0,2023-08-11 00:40:37,0
0,0,2023-08-11 00:42:37,2
0,0,2023-08-11 00:44:37,0
0,0,2023-08-11 00:46:37,0
0,0,2023-08-11 00:48:37,0
0,0,2023-08-11 00:50:37,0
0,0,2023-08-11 00:52:37,0
0,0,2023-08-11 00:54:37,0
0,0,2023-08-11 00:56:37,0
0,0,2023-08-11 00:58:37,0
0,0,2023-08-11 01:00:37,0
0,0,2023-08-11 01:02:37,0
0,0,2023-08-11 01:04:37,0
0,0,2023-08-11 01:06:37,0
0,0,2023-08-11 01:08:37,0
0,0,2023-08-11 01:10:37,0
0,0,2023-08-11 01:12:37,1
0,0,2023-08-11 01:14:37,0
0,0,2023-08-11 01:16:37,0
0,0,2023-08-11 01:18:37,0
0,0,2023-08-11 01:20:37,0
0,0,2023-08-11 01:22:37,0
0,0,2023-08-11 01:24:37,0
0,0,2023-08-11 01:26:37,0
0,0,2023-08-11 01:28:37,0
0,0,2023-08-11 01:30:37,0
0,0,2023-08-11 01:32:37,0
0,0,2023-08-11 01:34:37,0
0,0,2023-08-11 01:36:37,0
0,0,2023-08-11 01:38:37,0
0,0,2023-08-11 01:40:37,0
0,1,2023-08-11 01:42:37,0
0,0,2023-08-11 01:44:37,0
0,0,2023-08-11 01:46:37,0
1,0,2023-08-11 01:48:37,0
0,0,2023-08-11 01:50:37,0
0,0,2023-08-11 01:52:37,0
0,0,2023-08-11 01:54:37,0
0,0,2023-08-11 01:56:37,0
0,0,2023-08-11 01:58:37,0
0,0,2023-08-11 02:00:37,0
0,0,2023-08-11 02:02:37,0
0,0,2023-08-11 02:04:37,0
0,0,2023-08-11 02:06:37,0
0,0,2023-08-11 02:08:37,0
0,0,2023-08-11 02:10:37,0
0,0,2023-08-11 02:12:37,0
0,0,2023-08-11 02:14:37,0
0,0,2023-08-11 02:16:37,0
0,0,2023-08-11 02:18:37,0
0,0,2023-08-11 02:20:37,0
0,0,2023-08-11 02:22:37,0
0,0,2023-08-11 02:24:37,0
0,0,2023-08-11 02:26:37,0
0,0,2023-08-11 02:28:37,0
0,0,2023-08-11 02:30:37,0
0,0,2023-08-11 02:32:37,0
0,0,2023-08-11 02:34:37,0
0,0,2023-08-11 02:36:37,0
0,0,2023-08-11 02:38:37,0
0,0,2023-08-11 02:40:37,0
0,0,2023-08-11 02:42:37,0
0,0,2023-08-11 02:44:37,0
0,0,2023-08-11 02:46:37,0
0,0,2023-08-11 02:48:37,0
0,0,2023-08-11 02:50:37,0
0,0,2023-08-11 02:52:37,0
0,0,2023-08-11 02:54:37,0
0,0,2023-08-11 02:56:37,0
0,0,2023-08-11 02:58:37,0
0,0,2023-08-11 03:00:37,0
0,0,2023-08-11 03:02:37,0
0,0,2023-08-11 03:04:37,0
0,0,2023-08-11 03:06:37,0
0,0,2023-08-11 03:08:37,0
0,0,2023-08-11 03:10:37,0
0,0,2023-08-11 03:12:37,0
0,0,2023-08-11 03:14:37,0
0,0,2023-08-11 03:16:37,0
0,0,2023-08-11 03:18:37,0
0,0,2023-08-11 03:20:37,0
0,0,2023-08-11 03:22:37,0
0,0,2023-08-11 03:24:37,0
0,0,2023-08-11 03:26:37,0
0,0,2023-08-11 03:28:37,0
0,0,2023-08-11 03:30:37,0
0,0,2023-08-11 03:32:37,0
0,0,2023-08-11 03:34:37,0
0,0,2023-08-11 03:36:37,0
0,0,2023-08-11 03:38:37,0
0,0,2023-08-11 03:40:37,0
0,0,2023-08-11 03:42:37,0
0,0,2023-08-11 03:44:37,0
0,0,2023-08-11 03:46:37,0
0,0,2023-08-11 03:48:37,0
0,0,2023-08-11 03:50:37,0
0,0,2023-08-11 03:52:37,0
0,0,2023-08-11 03:54:37,0
0,0,2023-08-11 03:56:37,0
0,0,2023-08-11 03:58:37,0
0,0,2023-08-11 04:00:37,0
0,0,2023-08-11 04:02:37,0
0,0,2023-08-11 04:04:37,0
0,0,2023-08-11 04:06:37,0
0,0,2023-08-11 04:08:37,0
0,0,2023-08-11 04:10:37,0
0,0,2023-08-11 04:12:37,0
0,0,2023-08-11 04:14:37,0
0,0,2023-08-11 04:16:37,0
0,0,2023-08-11 04:18:37,0
0,0,2023-08-11 04:20:37,0
0,0,2023-08-11 04:22:37,0
0,0,2023-08-11 04:24:37,0
0,0,2023-08-11 04:26:37,0
0,0,2023-08-11 04:28:37,0
0,0,2023-08-11 04:30:37,0
0,0,2023-08-11 04:32:37,0
0,0,2023-08-11 04:34:37,0
0,0,2023-08-11 04:36:37,0
0,0,2023-08-11 04:38:37,0
0,0,2023-08-11 04:40:37,0
0,0,2023-08-11 04:42:37,0
0,0,2023-08-11 04:44:37,0
0,0,2023-08-11 04:46:37,0
0,0,2023-08-11 04:48:37,0
0,0,2023-08-11 04:50:37,0
0,0,2023-08-11 04:52:37,0
0,0,2023-08-11 04:54:37,0
0,0,2023-08-11 04:56:37,0
0,0,2023-08-11 04:58:37,0
0,0,2023-08-11 05:00:37,0
0,0,2023-08-11 05:02:37,0
0,0,2023-08-11 05:04:37,0
0,0,2023-08-11 05:06:37,0
0,0,2023-08-11 05:08:37,0
0,0,2023-08-11 05:10:37,0
0,0,2023-08-11 05:12:37,0
0,0,2023-08-11 05:14:37,0
0,0,2023-08-11 05:16:37,0
0,0,2023-08-11 05:18:37,0
0,0,2023-08-11 05:20:37,0
0,0,2023-08-11 05:22:37,0
0,0,2023-08-11 05:24:37,0
0,0,2023-08-11 05:26:37,0
0,0,2023-08-11 05:28:37,0
0,0,2023-08-11 05:30:37,0
0,0,2023-08-11 05:32:37,0
0,0,2023-08-11 05:34:37,0
0,0,2023-08-11 05:36:37,0
0,0,2023-08-11 05:38:37,0
0,0,2023-08-11 05:40:37,0
0,0,2023-08-11 05:42:37,0
0,0,2023-08-11 05:44:37,0
0,0,2023-08-11 05:46:37,0
0,0,2023-08-11 05:48:37,0
0,0,2023-08-11 05:50:37,0
0,0,2023-08-11 05:52:37,0
0,0,2023-08-11 05:54:37,0
0,0,2023-08-11 05:56:37,0
0,0,2023-08-11 05:58:37,0
0,0,2023-08-11 06:00:37,0
0,0,2023-08-11 06:02:37,0
0,0,2023-08-11 06:04:37,0
0,0,2023-08-11 06:06:37,0
0,0,2023-08-11 06:08:37,0
0,0,2023-08-11 06:10:37,0
0,0,2023-08-11 06:12:37,0
0,0,2023-08-11 06:14:37,0
0,0,2023-08-11 06:16:37,0
0,0,2023-08-11 06:18:37,0
0,0,2023-08-11 06:20:37,0
0,0,2023-08-11 06:22:37,0
0,0,2023-08-11 06:24:37,0
0,0,2023-08-11 06:26:37,0
0,0,2023-08-11 06:28:37,0
0,0,2023-08-11 06:30:37,0
0,0,2023-08-11 06:32:37,0
0,0,2023-08-11 06:34:37,0
0,0,2023-08-11 06:36:37,0
0,0,2023-08-11 06:38:37,0
0,0,2023-08-11 06:40:37,0
0,0,2023-08-11 06:42:37,0
0,0,2023-08-11 06:44:37,0
0,0,2023-08-11 06:46:37,0
0,0,2023-08-11 06:48:37,0
0,0,2023-08-11 06:50:37,0
0,0,2023-08-11 06:52:37,0
0,0,2023-08-11 06:54:37,0
0,0,2023-08-11 06:56:37,0
0,0,2023-08-11 06:58:37,0
0,0,2023-08-11 07:00:37,0
0,0,2023-08-11 07:02:37,18
0,0,2023-08-11 07:04:37,0
0,0,2023-08-11 07:06:37,4
0,0,2023-08-11 07:08:37,0
0,0,2023-08-11 07:10:37,0
0,0,2023-08-11 07:12:37,0
0,0,2023-08-11 07:14:37,0
0,0,2023-08-11 07:16:37,0
0,0,2023-08-11 07:18:37,0
0,0,2023-08-11 07:20:37,0
0,0,2023-08-11 07:22:37,0
0,0,2023-08-11 07:24:37,0
0,0,2023-08-11 07:26:37,0
0,0,2023-08-11 07:28:37,0
0,0,2023-08-11 07:30:37,0
0,0,2023-08-11 07:32:37,0
0,0,2023-08-11 07:34:37,0
0,0,2023-08-11 07:36:37,0
0,0,2023-08-11 07:38:37,0
0,0,2023-08-11 07:40:37,0
0,0,2023-08-11 07:42:37,0
0,0,2023-08-11 07:44:37,0
0,0,2023-08-11 07:46:37,0
0,0,2023-08-11 07:48:37,0
0,0,2023-08-11 07:50:37,0
0,0,2023-08-11 07:52:37,0
0,0,2023-08-11 07:54:37,0
0,0,2023-08-11 07:56:37,0
0,0,2023-08-11 07:58:37,0
0,0,2023-08-11 08:00:37,0
0,0,2023-08-11 08:02:37,0
0,0,2023-08-11 08:04:37,0
0,0,2023-08-11 08:06:37,0
0,0,2023-08-11 08:08:37,0
0,0,2023-08-11 08:10:37,0
0,0,2023-08-11 08:12:37,0
0,0,2023-08-11 08:14:37,0
0,0,2023-08-11 08:16:37,0
0,0,2023-08-11 08:18:37,0
0,0,2023-08-11 08:20:37,0
0,0,2023-08-11 08:22:37,0
0,0,2023-08-11 08:24:37,0
0,0,2023-08-11 08:26:37,0
0,0,2023-08-11 08:28:37,0
0,0,2023-08-11 08:30:37,0
0,0,2023-08-11 08:32:37,0
0,0,2023-08-11 08:34:37,0
0,0,2023-08-11 08:36:37,0
0,0,2023-08-11 08:38:37,0
0,0,2023-08-11 08:40:37,0
0,0,2023-08-11 08:42:37,0
0,0,2023-08-11 08:44:37,0
0,0,2023-08-11 08:46:37,0
0,0,2023-08-11 08:48:37,0
0,0,2023-08-11 08:50:37,0
0,0,2023-08-11 08:52:37,0
0,0,2023-08-11 08:54:37,0
0,0,2023-08-11 08:56:37,0
0,0,2023-08-11 08:58:37,0
0,0,2023-08-11 09:00:37,0
0,0,2023-08-11 09:02:37,0
0,0,2023-08-11 09:04:37,0
0,0,2023-08-11 09:06:37,0
0,0,2023-08-11 09:08:37,0
0,0,2023-08-11 09:10:37,0
0,1,2023-08-11 09:12:37,1
0,1,2023-08-11 09:14:37,2
0,0,2023-08-11 09:16:37,0
0,0,2023-08-11 09:18:37,0
0,0,2023-08-11 09:20:37,0
0,0,2023-08-11 09:22:37,0
0,0,2023-08-11 09:24:37,0
0,1,2023-08-11 09:26:37,0
0,0,2023-08-11 09:28:37,0
0,0,2023-08-11 09:30:37,0
7,0,2023-08-11 09:32:37,0
9,0,2023-08-11 09:34:37,0
0,0,2023-08-11 09:36:37,0
0,1,2023-08-11 09:38:37,1
0,0,2023-08-11 09:40:37,0
0,0,2023-08-11 09:42:37,0
0,1,2023-08-11 09:44:37,2
0,0,2023-08-11 09:46:37,0
1,1,2023-08-11 09:48:37,0
0,2,2023-08-11 09:50:37,0
0,0,2023-08-11 09:52:37,0
0,1,2023-08-11 09:54:37,1
0,3,2023-08-11 09:56:37,3
0,2,2023-08-11 09:58:37,10
4,3,2023-08-11 10:00:37,43
2,0,2023-08-11 10:02:37,1
0,1,2023-08-11 10:04:37,0
3,2,2023-08-11 10:06:37,5
0,0,2023-08-11 10:08:37,0
0,0,2023-08-11 10:10:37,3
46,2,2023-08-11 10:12:37,15
0,2,2023-08-11 10:14:37,2
0,1,2023-08-11 10:16:37,0
9,1,2023-08-11 10:18:37,1
0,2,2023-08-11 10:20:37,8
2,1,2023-08-11 10:22:37,0
106,0,2023-08-11 10:24:37,23
163,1,2023-08-11 10:26:37,25
4,0,2023-08-11 10:28:37,43
92,0,2023-08-11 10:30:37,28
33,0,2023-08-11 10:32:37,18
11,0,2023-08-11 10:34:37,15
1,0,2023-08-11 10:36:37,28
32,1,2023-08-11 10:38:37,34
3,2,2023-08-11 10:40:37,9
2,1,2023-08-11 10:42:37,7
0,0,2023-08-11 10:44:37,18
1,0,2023-08-11 10:46:37,15
0,1,2023-08-11 10:48:37,6
1,1,2023-08-11 10:50:37,8
1,2,2023-08-11 10:52:37,9
5,1,2023-08-11 10:54:37,4
39,2,2023-08-11 10:56:37,24
0,1,2023-08-11 10:58:37,17
0,3,2023-08-11 11:00:37,27
0,5,2023-08-11 11:02:37,28
4,0,2023-08-11 11:04:37,7
1,5,2023-08-11 11:06:37,19
4,1,2023-08-11 11:08:37,7
1,1,2023-08-11 11:10:37,15
0,3,2023-08-11 11:12:37,8
73,4,2023-08-11 11:14:37,28
36,2,2023-08-11 11:16:37,15
3,0,2023-08-11 11:18:37,3
27,3,2023-08-11 11:20:37,25
17,0,2023-08-11 11:22:37,35
8,4,2023-08-11 11:24:37,5
4,6,2023-08-11 11:26:37,14
4,4,2023-08-11 11:28:37,5
0,4,2023-08-11 11:30:37,1
43,3,2023-08-11 11:32:37,20
13,2,2023-08-11 11:34:37,8
2,5,2023-08-11 11:36:37,15
23,6,2023-08-11 11:38:37,34
6,4,2023-08-11 11:40:37,42
1,2,2023-08-11 11:42:37,11
7,2,2023-08-11 11:44:37,6
0,6,2023-08-11 11:46:37,2
0,12,2023-08-11 11:48:37,24
0,12,2023-08-11 11:50:37,55
0,10,2023-08-11 11:52:37,19
2,2,2023-08-11 11:54:37,8
0,2,2023-08-11 11:56:37,14
2,4,2023-08-11 11:58:37,13
6,2,2023-08-11 12:00:37,9
8,4,2023-08-11 12:02:37,81
2,3,2023-08-11 12:04:37,40
1,0,2023-08-11 12:06:37,19
7,2,2023-08-11 12:08:37,7
0,1,2023-08-11 12:10:37,12
0,2,2023-08-11 12:12:37,4
3,1,2023-08-11 12:14:37,0
1,1,2023-08-11 12:16:37,4
0,0,2023-08-11 12:18:37,0
0,0,2023-08-11 12:20:37,3
0,0,2023-08-11 12:22:37,0
0,1,2023-08-11 12:24:37,0
0,0,2023-08-11 12:26:37,0
0,1,2023-08-11 12:28:37,0
1,0,2023-08-11 12:30:37,0
0,0,2023-08-11 12:32:37,0
0,1,2023-08-11 12:34:37,0
2,0,2023-08-11 12:36:37,10
0,0,2023-08-11 12:38:37,3
0,0,2023-08-11 12:40:37,0
0,3,2023-08-11 12:42:37,8
0,5,2023-08-11 12:44:37,16
0,0,2023-08-11 12:46:37,2
0,0,2023-08-11 12:48:37,3
0,1,2023-08-11 12:50:37,7
0,0,2023-08-11 12:52:37,12
1,0,2023-08-11 12:54:37,36
0,0,2023-08-11 12:56:37,90
0,0,2023-08-11 12:58:37,111
0,1,2023-08-11 13:00:37,84
31,0,2023-08-11 13:02:37,14
0,0,2023-08-11 13:04:37,0
0,2,2023-08-11 13:06:37,9
0,0,2023-08-11 13:08:37,4
0,0,2023-08-11 13:10:37,51
0,0,2023-08-11 13:12:37,38
0,0,2023-08-11 13:14:37,18
0,1,2023-08-11 13:16:37,25
0,0,2023-08-11 13:18:37,0
0,0,2023-08-11 13:20:37,11
4,0,2023-08-11 13:22:37,7
0,0,2023-08-11 13:24:37,0
1,0,2023-08-11 13:26:37,7
0,0,2023-08-11 13:28:37,10
3,1,2023-08-11 13:30:37,0
0,0,2023-08-11 13:32:37,13
0,1,2023-08-11 13:34:37,1
0,1,2023-08-11 13:36:37,6
0,0,2023-08-11 13:38:37,12
0,0,2023-08-11 13:40:37,0
0,0,2023-08-11 13:42:37,6
0,0,2023-08-11 13:44:37,12
0,0,2023-08-11 13:46:37,3
2,0,2023-08-11 13:48:37,12
2,0,2023-08-11 13:50:37,6
0,0,2023-08-11 13:52:37,6
7,1,2023-08-11 13:54:37,15
0,0,2023-08-11 13:56:37,0
0,2,2023-08-11 13:58:37,9
0,1,2023-08-11 14:00:37,33
0,0,2023-08-11 14:02:37,5
1,3,2023-08-11 14:04:37,25
1,5,2023-08-11 14:06:37,4
0,4,2023-08-11 14:08:37,16
0,1,2023-08-11 14:10:37,24
0,4,2023-08-11 14:12:37,6
0,5,2023-08-11 14:14:37,7
10,1,2023-08-11 14:16:37,24
1,2,2023-08-11 14:18:37,11
0,3,2023-08-11 14:20:37,15
4,1,2023-08-11 14:22:37,15
2,1,2023-08-11 14:24:37,5
1,1,2023-08-11 14:26:37,5
0,0,2023-08-11 14:28:37,4
3,3,2023-08-11 14:30:37,5
0,2,2023-08-11 14:32:37,9
0,0,2023-08-11 14:34:37,1
0,0,2023-08-11 14:36:37,3
1,3,2023-08-11 14:38:37,7
17,2,2023-08-11 14:40:37,4
73,1,2023-08-11 14:42:37,22
0,3,2023-08-11 14:44:37,19
0,3,2023-08-11 14:46:37,5
0,1,2023-08-11 14:48:37,22
2,2,2023-08-11 14:50:37,12
1,1,2023-08-11 14:52:37,14
2,2,2023-08-11 14:54:37,5
11,2,2023-08-11 14:56:37,2
0,3,2023-08-11 14:58:37,13
0,4,2023-08-11 15:00:37,7
2,1,2023-08-11 15:02:37,3
73,3,2023-08-11 15:04:37,12
1,1,2023-08-11 15:06:37,5
0,5,2023-08-11 15:08:37,5
1,8,2023-08-11 15:10:37,17
0,0,2023-08-11 15:12:37,8
1,3,2023-08-11 15:14:37,11
0,11,2023-08-11 15:16:37,35
0,0,2023-08-11 15:18:37,0
0,1,2023-08-11 15:20:37,5
1,0,2023-08-11 15:22:37,13
0,2,2023-08-11 15:24:37,19
0,3,2023-08-11 15:26:37,9
0,2,2023-08-11 15:28:37,33
0,0,2023-08-11 15:30:37,11
2,0,2023-08-11 15:32:37,16
15,1,2023-08-11 15:34:37,9
0,0,2023-08-11 15:36:37,2
35,1,2023-08-11 15:38:37,10
1,1,2023-08-11 15:40:37,17
5,0,2023-08-11 15:42:37,40
1,3,2023-08-11 15:44:37,12
0,0,2023-08-11 15:46:37,8
2,3,2023-08-11 15:48:37,34
1,2,2023-08-11 15:50:37,5
0,7,2023-08-11 15:52:37,6
0,6,2023-08-11 15:54:37,7
0,4,2023-08-11 15:56:37,13
4,1,2023-08-11 15:58:37,10
0,1,2023-08-11 16:00:37,5
0,4,2023-08-11 16:02:37,3
6,3,2023-08-11 16:04:37,27
10,3,2023-08-11 16:06:37,6
0,3,2023-08-11 16:08:37,1
0,3,2023-08-11 16:10:37,5
1,0,2023-08-11 16:12:37,3
1,1,2023-08-11 16:14:37,6
0,1,2023-08-11 16:16:37,4
0,1,2023-08-11 16:18:37,1
